age,sex,province,education,n
60,Male,Ontario,"College, CEGEP or other non-university certificate or di...",12
60,Male,Ontario,High school diploma or a high school equivalency certificate,8
60,Male,Ontario,Less than high school diploma or its equivalent,4
60,Male,Ontario,University certificate or diploma below the bachelor's level,7
60,Male,Ontario,"University certificate, diploma or degree above the bach...",7
60,Male,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
60,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
60,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,1
60,Male,Prince Edward Island,Less than high school diploma or its equivalent,3
60,Male,Prince Edward Island,"University certificate, diploma or degree above the bach...",1
60,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",7
60,Male,Quebec,"College, CEGEP or other non-university certificate or di...",4
60,Male,Quebec,High school diploma or a high school equivalency certificate,13
60,Male,Quebec,Less than high school diploma or its equivalent,7
60,Male,Quebec,University certificate or diploma below the bachelor's level,5
60,Male,Quebec,"University certificate, diploma or degree above the bach...",4
60,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
60,Male,Saskatchewan,"College, CEGEP or other non-university certificate or di...",2
60,Male,Saskatchewan,High school diploma or a high school equivalency certificate,1
60,Male,Saskatchewan,Less than high school diploma or its equivalent,2
60,Male,Saskatchewan,University certificate or diploma below the bachelor's level,3
61,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
61,Female,Alberta,"College, CEGEP or other non-university certificate or di...",3
61,Female,Alberta,High school diploma or a high school equivalency certificate,8
61,Female,Alberta,Less than high school diploma or its equivalent,1
61,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",6
61,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",7
61,Female,British Columbia,High school diploma or a high school equivalency certificate,11
61,Female,British Columbia,Less than high school diploma or its equivalent,1
61,Female,British Columbia,University certificate or diploma below the bachelor's level,4
61,Female,British Columbia,"University certificate, diploma or degree above the bach...",7
61,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
61,Female,Manitoba,"College, CEGEP or other non-university certificate or di...",3
61,Female,Manitoba,High school diploma or a high school equivalency certificate,5
61,Female,Manitoba,Less than high school diploma or its equivalent,1
61,Female,Manitoba,"University certificate, diploma or degree above the bach...",2
61,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
61,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",3
61,Female,New Brunswick,High school diploma or a high school equivalency certificate,1
61,Female,New Brunswick,Less than high school diploma or its equivalent,3
61,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
61,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",3
61,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,3
61,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,2
61,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,2
61,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",2
61,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
61,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",6
61,Female,Nova Scotia,High school diploma or a high school equivalency certificate,3
61,Female,Nova Scotia,Less than high school diploma or its equivalent,3
61,Female,Nova Scotia,University certificate or diploma below the bachelor's level,1
61,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",2
61,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",10
61,Female,Ontario,"College, CEGEP or other non-university certificate or di...",21
61,Female,Ontario,High school diploma or a high school equivalency certificate,10
61,Female,Ontario,Less than high school diploma or its equivalent,6
61,Female,Ontario,University certificate or diploma below the bachelor's level,2
61,Female,Ontario,"University certificate, diploma or degree above the bach...",8
61,Female,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
61,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",3
61,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,3
61,Female,Prince Edward Island,Less than high school diploma or its equivalent,2
61,Female,Prince Edward Island,"University certificate, diploma or degree above the bach...",1
61,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
61,Female,Quebec,"College, CEGEP or other non-university certificate or di...",8
61,Female,Quebec,High school diploma or a high school equivalency certificate,9
61,Female,Quebec,Less than high school diploma or its equivalent,5
61,Female,Quebec,University certificate or diploma below the bachelor's level,4
61,Female,Quebec,"University certificate, diploma or degree above the bach...",4
61,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
61,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",1
61,Female,Saskatchewan,High school diploma or a high school equivalency certificate,8
61,Female,Saskatchewan,Less than high school diploma or its equivalent,2
61,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
61,Male,Alberta,High school diploma or a high school equivalency certificate,2
61,Male,Alberta,Less than high school diploma or its equivalent,4
61,Male,Alberta,University certificate or diploma below the bachelor's level,1
61,Male,Alberta,"University certificate, diploma or degree above the bach...",1
61,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
61,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",1
61,Male,British Columbia,High school diploma or a high school equivalency certificate,5
61,Male,British Columbia,Less than high school diploma or its equivalent,1
61,Male,British Columbia,University certificate or diploma below the bachelor's level,5
61,Male,British Columbia,"University certificate, diploma or degree above the bach...",2
61,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",2
61,Male,Manitoba,High school diploma or a high school equivalency certificate,3
61,Male,Manitoba,University certificate or diploma below the bachelor's level,1
61,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",1
61,Male,New Brunswick,High school diploma or a high school equivalency certificate,5
61,Male,New Brunswick,Less than high school diploma or its equivalent,4
61,Male,New Brunswick,University certificate or diploma below the bachelor's level,2
61,Male,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
61,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",3
61,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
61,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,2
61,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,3
61,Male,Nova Scotia,"College, CEGEP or other non-university certificate or di...",1
61,Male,Nova Scotia,High school diploma or a high school equivalency certificate,4
61,Male,Nova Scotia,Less than high school diploma or its equivalent,4
61,Male,Nova Scotia,University certificate or diploma below the bachelor's level,7
61,Male,Nova Scotia,"University certificate, diploma or degree above the bach...",1
61,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",8
61,Male,Ontario,"College, CEGEP or other non-university certificate or di...",14
61,Male,Ontario,High school diploma or a high school equivalency certificate,16
61,Male,Ontario,Less than high school diploma or its equivalent,4
61,Male,Ontario,University certificate or diploma below the bachelor's level,3
61,Male,Ontario,"University certificate, diploma or degree above the bach...",5
61,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
61,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,2
61,Male,Prince Edward Island,University certificate or diploma below the bachelor's level,1
61,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
61,Male,Quebec,"College, CEGEP or other non-university certificate or di...",5
61,Male,Quebec,High school diploma or a high school equivalency certificate,9
61,Male,Quebec,Less than high school diploma or its equivalent,8
61,Male,Quebec,University certificate or diploma below the bachelor's level,3
61,Male,Quebec,"University certificate, diploma or degree above the bach...",2
61,Male,Saskatchewan,"College, CEGEP or other non-university certificate or di...",1
61,Male,Saskatchewan,High school diploma or a high school equivalency certificate,4
61,Male,Saskatchewan,University certificate or diploma below the bachelor's level,2
61,Male,Saskatchewan,"University certificate, diploma or degree above the bach...",1
62,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
62,Female,Alberta,"College, CEGEP or other non-university certificate or di...",4
62,Female,Alberta,High school diploma or a high school equivalency certificate,4
62,Female,Alberta,Less than high school diploma or its equivalent,1
62,Female,Alberta,"University certificate, diploma or degree above the bach...",2
62,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",11
62,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",4
62,Female,British Columbia,High school diploma or a high school equivalency certificate,5
62,Female,British Columbia,Less than high school diploma or its equivalent,3
62,Female,British Columbia,"University certificate, diploma or degree above the bach...",4
62,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
62,Female,Manitoba,"College, CEGEP or other non-university certificate or di...",6
62,Female,Manitoba,High school diploma or a high school equivalency certificate,3
62,Female,Manitoba,University certificate or diploma below the bachelor's level,1
62,Female,Manitoba,"University certificate, diploma or degree above the bach...",1
62,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
62,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",5
62,Female,New Brunswick,High school diploma or a high school equivalency certificate,5
62,Female,New Brunswick,Less than high school diploma or its equivalent,1
62,Female,New Brunswick,"University certificate, diploma or degree above the bach...",1
